artist_name,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
Muse,Exogenesis: Symphony Pt. 3 (Redemption),0.0848,0.212,7,-11.406,1,0.0369,0.251,0.646,0.0796,0.0572,177.559,spotify:track:76ZDwA8uTyMys4LIS3pBUX
Young Thug,Check,0.667,0.581,0,-5.164,0,0.323,0.0428,0.0,0.183,0.368,110.953,spotify:track:1jk9c0gZI0wbn5GvAj7PBV
King Henry,Moment,0.705,0.275,7,-10.488,0,0.0694,0.704,0.0187,0.111,0.314,160.021,spotify:track:63bibYFWddYIhwbeoV3p1b
A Tribe Called Quest,Excursions,0.885,0.608,11,-10.809,1,0.169,0.386,0.0118,0.319,0.707,95.748,spotify:track:4tEaytMs86hIaOSsiGoLcP
The Avener,Fade Out Lines - Radio Edit,0.783,0.734,6,-5.529,0,0.0307,0.00458,0.0117,0.219,0.673,120.515,spotify:track:5nTdA8z8Z2WvxTi6gQAUgL
The Script,Dead Man Walking,0.406,0.722,9,-4.494,1,0.0331,0.083,0.0,0.263,0.483,176.02,spotify:track:228a7WCF5wqvDA51MnG21E
Cris Cab,Liar Liar,0.857,0.588,2,-7.842,0,0.0335,0.006,0.014,0.106,0.764,107.014,spotify:track:11AzN9AngOOQvVvGYCfjeZ
Jerrett Zoch and the OSR Band,I'm Done,0.396,0.656,8,-6.373,1,0.0283,0.00765,0.0,0.119,0.22,139.874,spotify:track:5iDJbq0cf35xK8L93D8n0A
Jaira Burns,Burn Slow,0.414,0.465,8,-9.422,0,0.262,0.102,0.000181,0.104,0.249,180.213,spotify:track:2L9wNSRxpbgXmLlzlogc9t
Tina Turner,What's Love Got to Do with It,0.851,0.406,1,-11.631,1,0.0662,0.219,6.79e-06,0.0853,0.793,97.84,spotify:track:6FcQD1qOpqV8NdhY45sKyI
Playboi Carti,Flex,0.75,0.596,0,-5.569,0,0.282,0.478,0.0,0.166,0.27,130.104,spotify:track:2xyBvir9n474qfsOkxXMgx
Maddie Baillio,You Can't Stop the Beat,0.627,0.947,2,-3.175,1,0.175,0.165,0.0,0.149,0.859,167.998,spotify:track:7lBXBMQUnPd8rWCBF2VuL8
Futurecop!,NASA - Cryptonites Remix,0.75,0.639,2,-5.898,0,0.0748,0.0427,0.807,0.114,0.736,126.036,spotify:track:7hNSKGXpNhI2C1unln192S
Ben Fankhauser,Watch What Happens (Reprise),0.556,0.242,10,-10.792,1,0.136,0.669,0.0,0.211,0.682,167.807,spotify:track:73wDg7KAIajEsVSA12APvM
Leon Bridges,Smooth Sailin',0.641,0.721,11,-6.788,0,0.0451,0.413,7.15e-06,0.246,0.753,67.055,spotify:track:3JbqwFY5q0ORO3siv5zL3A
Coldplay,Ink,0.688,0.705,6,-7.311,1,0.0323,0.0647,0.124,0.118,0.696,112.019,spotify:track:6c6W25YoDGjTq3qSPOga5t
Ray J,Last Wish,0.444,0.616,8,-4.798,1,0.124,0.414,0.0,0.265,0.568,71.641,spotify:track:0FO9sgefXwKAQW8hiGsmww
Dawin,Dessert - Remix,0.867,0.787,6,-3.796,1,0.0505,0.0751,6.4e-06,0.0692,0.682,97.011,spotify:track:2mqDi8BzmNw54qrVHduyiu
Hinder,Lips Of An Angel,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,spotify:track:40LQiUUUKXVGyNs09lHVjW
You+Me,You and Me,0.517,0.318,1,-10.455,0,0.03,0.922,1.91e-06,0.121,0.245,88.979,spotify:track:3DKYv4paFYB1p4H6qKaiKi
"Astronauts, etc.",Eye to Eye,0.725,0.601,2,-10.487,0,0.0545,0.533,0.0035,0.0933,0.677,110.217,spotify:track:2murM3wAmHXaTDgTanhcwq
T.I.,Cruisin',0.674,0.863,0,-6.746,1,0.037,0.00377,0.0,0.071,0.375,138.959,spotify:track:2NPbG9HvHaPTqxew30Vp4k
Lost Kings,Something Good,0.78,0.811,2,-4.183,0,0.0879,0.0485,3.74e-06,0.0979,0.696,108.01,spotify:track:4S9VoPxYhaYpRDbsycXNi7
Meshuggah,I Am Colossus,0.389,0.956,3,-4.316,0,0.0693,7.96e-06,0.0992,0.265,0.221,180.055,spotify:track:1K7SOcEs1TlRkVlWmKTGfd
Band of Horses,Blue Beard,0.431,0.454,2,-8.23,1,0.0255,0.429,3.93e-06,0.248,0.299,137.9,spotify:track:2zjJ36a6rB7MI7jiHnaAJx
Tiësto,Secrets - Radio Edit,0.677,0.811,11,-4.53,0,0.043,0.0012,0.00761,0.0896,0.185,128.004,spotify:track:0a9wk9ZCwe0ONEyBXXsNpE
5 Seconds of Summer,She's Kinda Hot,0.664,0.908,4,-4.806,1,0.0317,0.00182,0.0,0.109,0.889,118.031,spotify:track:5fsQSDifYpjfbCqvZKPVBj
The Notorious B.I.G.,Playa Hater - 2014 Remaster,0.501,0.717,4,-6.811,0,0.0334,0.0538,0.0,0.121,0.253,127.194,spotify:track:2Wl2S9Fmjg2GFCu8qtwyi0
City of the Sun,Everything,0.311,0.445,5,-17.413,1,0.0376,0.883,0.924,0.127,0.376,140.169,spotify:track:4QhBvbzk0ti2ClGrd6miSc
James TW,Sanctuary,0.746,0.803,6,-4.556,0,0.144,0.0216,0.0,0.204,0.588,90.009,spotify:track:302oYHI892esTQw6ChN8pM
Hey Violet,I Can Feel It,0.594,0.951,7,-3.606,1,0.0759,0.00192,0.000535,0.344,0.825,163.952,spotify:track:22vteTStAayolhnoqjkvrI
Sean Paul,Like Glue,0.757,0.78,1,-5.038,1,0.319,0.0811,0.0,0.113,0.59,97.917,spotify:track:6pbCkvCENw0suVGr4Ckkae
The Word Alive,Suffocating,0.384,0.926,1,-5.993,1,0.0724,0.000103,0.0626,0.196,0.168,95.035,spotify:track:2YtAh8xsvQDpQULxqqkl48
Alvaro,Watching You,0.83,0.508,5,-6.07,1,0.0613,0.0291,0.0,0.24,0.797,95.051,spotify:track:265yhmmWClZfBmgNPzwOMP
Secrets,Ass Back Home,0.528,0.922,10,-4.547,1,0.0502,0.000764,0.00126,0.21,0.661,131.998,spotify:track:4JO8rKaxKrSuQrnA4ueEDc
Modern Pleasure,Foreva,0.418,0.719,9,-7.756,0,0.0381,0.0255,0.00137,0.23,0.181,115.154,spotify:track:6xqtuRhzKwRghzVxj9M302
Agustín Lara,Copla Guajira,0.748,0.285,9,-16.579,0,0.0605,0.767,4.54e-05,0.118,0.665,141.86,spotify:track:22qLG06T1HNdYRgmf1quo3
Nicki Minaj,Black Barbies,0.809,0.588,0,-5.167,1,0.0869,0.0878,7.24e-05,0.171,0.249,146.024,spotify:track:3y9cCbnBn0zjkJa2YkOj70
The Beatles,I Don't Want To Spoil The Party - Remastered 2009,0.533,0.668,7,-7.237,1,0.033,0.451,0.0,0.149,0.889,95.438,spotify:track:3kQDIa85ZK8cKVn72NfBnl
Linkin Park,P5hng Me A*wy (Mike Shinoda Reanimation) [feat. Stephen Richards],0.556,0.774,3,-6.342,0,0.0419,0.0376,0.00315,0.0538,0.614,103.188,spotify:track:1oWnt2RJ2yC8kTkxLHcL1x
Mike Jones,Flossin' (feat. Big Moe),0.92,0.616,7,-4.522,1,0.209,0.0473,0.0,0.173,0.62,97.749,spotify:track:7r8KGFyID2uExN5FupG4AT
Grizfolk,Hymnals - RAC Mix,0.604,0.806,7,-6.416,0,0.0467,0.0126,0.00803,0.176,0.0894,131.95,spotify:track:2r12KCHNv0p7JQJsGt3vYK
John Williams,The High Council Meeting and Qui-Gon's Funeral,0.131,0.0231,6,-31.851,0,0.0426,0.951,0.657,0.109,0.0338,144.377,spotify:track:2mE6KFVD3rWkU1FMUpIUCe
Lana Del Rey,Music To Watch Boys To,0.404,0.489,1,-8.049,0,0.036,0.717,0.000331,0.251,0.128,131.558,spotify:track:4xIzFwbnxTAZRrPnIUm4y2
Billy Joel,"Uptown Girl - Live in Moscow & Leningrad, Russia - July/August 1987",0.481,0.946,4,-5.725,1,0.0779,0.0307,2.48e-06,0.976,0.331,139.928,spotify:track:1MiXdrxHJGH2NzS11wqmvV
Spirit of Hawaii,Somewhere over the Rainbow,0.518,0.388,0,-5.711,1,0.0277,0.828,1.24e-06,0.0855,0.532,84.955,spotify:track:1rLPl1jNDmb7JuxxT6E8wl
Jay Reatard,Night Of Broken Glass,0.393,0.887,4,-2.776,0,0.128,0.3,1.7e-06,0.839,0.434,103.672,spotify:track:4451xQJ3zL2voLyclEVxqo
Banda El Recodo,Yo Sé Que Te Acordarás,0.486,0.332,10,-7.231,1,0.0386,0.719,1.2e-06,0.162,0.783,87.692,spotify:track:1uFwolLAeh7VgGa9pJQPxH
King Krule,Baby Blue,0.468,0.331,3,-11.052,1,0.036,0.613,0.00108,0.129,0.09,102.448,spotify:track:1jhtxc7ON8ZzgvWGPwWXUN
Crystal Castles,Vanished,0.705,0.874,0,-6.692,0,0.0298,0.00239,4.8e-05,0.243,0.649,119.974,spotify:track:1F6JXocs9Jga2cuxAPOOia
Arctic Monkeys,Why'd You Only Call Me When You're High?,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,spotify:track:48q0vSHcJdhK3IiXH8C5WJ
G-Eazy,Forbes,0.747,0.782,8,-4.326,1,0.283,0.0223,0.0,0.0902,0.501,113.99,spotify:track:31RYcUDhkqkH1W2xxnzBjY
Vice,Obsession (feat. Jon Bellion),0.741,0.559,10,-7.775,1,0.03,0.00728,0.000971,0.21,0.466,101.999,spotify:track:5pvVAwQbuFoR7LkcicrKnk
Mann,Buzzin,0.724,0.951,7,-4.294,0,0.226,0.127,0.0,0.307,0.593,103.988,spotify:track:0wpbWr0vI9mIV6WpO5CqPi
Shawn Mendes,A Little Too Much,0.553,0.507,11,-6.24,1,0.0304,0.473,0.0,0.108,0.57,83.093,spotify:track:06DaCxeg3IUMcxDkKEyQKf
Sia,Chandelier,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,spotify:track:4VrWlk8IQxevMvERoX08iC
Jason Derulo,Bubblegum (feat. Tyga),0.856,0.633,11,-6.429,0,0.34,0.0718,0.0,0.112,0.77,109.011,spotify:track:2G76iRK1fzO5MiDvcTYkET
Aventura,Audition Skit,0.593,0.274,1,-15.745,1,0.745,0.789,0.0,0.748,0.633,114.843,spotify:track:4amMztqco6C3qHlKaXd6p1
Toby Keith,Red Solo Cup,0.549,0.563,4,-6.655,1,0.0669,0.279,0.0,0.215,0.81,163.991,spotify:track:47nm8czanMUzIqHsnr5x61
Randy Travis,On the Other Hand,0.657,0.415,5,-9.915,1,0.025,0.175,5.65e-06,0.132,0.347,96.03,spotify:track:5MkOctZG8LI9uHzpY7ncWj
Iration,Mr. Operator,0.836,0.561,4,-7.427,0,0.0297,0.095,2.13e-05,0.142,0.59,120.022,spotify:track:1kSmKdTfwtP7Q4WaftdA3n
Faultline,Requiem For A Jerk,0.846,0.627,8,-6.358,1,0.0521,0.159,1.09e-06,0.0561,0.545,99.009,spotify:track:6jkFsP8oatLWDSn6aH2J7L
SALES,Renee,0.924,0.386,9,-8.183,1,0.0548,0.755,0.00253,0.118,0.424,108.957,spotify:track:2a56L9B8RtB4vhzXCYAFFU
Patti LaBelle,When You Talk About Love,0.859,0.761,8,-5.504,0,0.0321,0.0156,0.254,0.687,0.922,97.99,spotify:track:2Lux20V5A95rJRGtT7GfuD
John Mayer,Home Life,0.677,0.826,0,-3.107,1,0.0245,0.0043,0.0381,0.111,0.605,105.982,spotify:track:4UoJ14X24nu9YGwE1r0JOy
Hozier,Sedated,0.66,0.61,9,-5.161,0,0.026,0.2,1.1e-05,0.105,0.29,85.999,spotify:track:33SfII0eODY8JCxUhnt4T2
Fall Out Boy,Growing Up,0.381,0.929,0,-3.699,1,0.132,0.00273,0.0,0.162,0.531,133.189,spotify:track:41GXQKmAw8jQRPRKzqEpD9
Beastie Boys,Right Right Now Now,0.816,0.84,4,-5.917,0,0.0653,0.213,1.74e-06,0.152,0.656,101.02,spotify:track:2KJDMM5Ht1pbWPlg6ciiJO
Kisses,Endeavour,0.594,0.723,4,-8.151,1,0.0621,0.0661,0.882,0.0874,0.316,90.996,spotify:track:5WsxB0QBHsSablN4VpPcMi
Middle Brother,Someday,0.418,0.726,8,-4.63,1,0.0367,0.00304,4.74e-05,0.327,0.521,129.621,spotify:track:5NGpvqSatpbp2Ym4oY4ChK
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.999,spotify:track:7pAT4dOUzjq8Ziap5ShIqC
Jennifer Lopez,Invading My Mind,0.726,0.881,4,-4.474,0,0.0689,0.0211,0.177,0.315,0.692,128.953,spotify:track:11zc0hwujMgsZ4gWJCwKHO
My Chemical Romance,The Kids from Yesterday,0.553,0.897,2,-4.297,1,0.0444,0.000155,0.0225,0.0972,0.361,120.007,spotify:track:5A0OekqQy0rb1pcsf4k0J7
Crystal Castles,Pale Flesh,0.596,0.625,5,-7.62,0,0.0506,0.000173,0.00726,0.17,0.521,139.955,spotify:track:6AevYDd63Dt1A1IIbNwxfP
The Movement,Habit,0.688,0.664,2,-5.621,1,0.131,0.13,0.0,0.16,0.655,81.031,spotify:track:359uDQWA7BYzVEIpBJ7TFI
Lene Sahlholdt,Its Beginning to Look Like Christmas,0.685,0.0612,2,-20.618,1,0.155,0.94,0.0,0.169,0.571,119.361,spotify:track:1Wa91DenLvP7UqgY85xmCZ
Blake Shelton,Sure Be Cool If You Did,0.576,0.726,11,-4.625,1,0.035,0.255,0.0,0.108,0.582,136.802,spotify:track:5yIiXdLRE85OBiQmCaUenq
Aer,Feel I Bring,0.83,0.735,5,-10.298,1,0.0595,0.135,2.88e-05,0.119,0.566,135.029,spotify:track:2p7QqN1aMNg6aVMTR78a2x
Bo Baskoro,The Woman,0.506,0.704,8,-6.084,0,0.0356,0.00162,0.000313,0.1,0.726,140.051,spotify:track:4bFN9Z5t5gA2eIbAtE0QVi
Lonestar,My Front Porch Looking In,0.276,0.876,5,-3.507,1,0.0766,0.0531,0.0,0.258,0.499,205.576,spotify:track:2FOb22ITQlclIU7UEI0v47
The Dresden Dolls,Girl Anachronism,0.416,0.883,10,-6.031,1,0.15,0.314,0.0,0.11,0.788,178.33,spotify:track:6Zbv79YWB0iZSXwIwEsIOP
Loudon Wainwright III,The Swimming Song,0.604,0.585,9,-11.288,1,0.0329,0.408,0.0886,0.109,0.67,92.521,spotify:track:6scUEism6pBnY0IXYr8fw3
Trampa,Dance Up - Original Mix,0.54,0.803,10,-4.219,0,0.0937,0.0422,0.814,0.308,0.171,108.888,spotify:track:3dzk8TKb4OpTCbnaO8YOD3
Feist,I Feel It All,0.561,0.687,2,-5.755,1,0.0466,0.44,1.98e-05,0.144,0.683,172.046,spotify:track:3ghgwo0BTPm329zGMQRfn7
DJ Luke Nasty,OTW (Remix),0.744,0.635,6,-6.926,1,0.0663,0.0156,0.0,0.0763,0.519,82.044,spotify:track:05aCSi3QAay8bgaqOBcvnS
Cigarettes After Sex,Keep On Loving You,0.455,0.37,2,-9.328,0,0.0247,0.533,0.959,0.111,0.125,73.683,spotify:track:6dYcUcj1TyZZES5ivtjLdk
Ed Sheeran,Gold Rush - Deluxe Edition,0.74,0.248,4,-12.659,1,0.109,0.729,0.0,0.141,0.889,83.786,spotify:track:4mT5mVFaU7trA3UdbGqfB9
Us The Duo,Better Together,0.79,0.3,5,-10.597,1,0.0622,0.649,0.0,0.14,0.49,110.187,spotify:track:6KzL8s8GdRbd5Mal8yLz6R
Brand New,The Quiet Things That No One Ever Knows,0.35,0.783,6,-5.745,1,0.0565,0.0124,5.01e-06,0.0959,0.251,81.508,spotify:track:5bgeqWYFarzP8ujm4LrhnP
El Chapo De Sinaloa,La Noche Perfecta,0.757,0.672,10,-5.915,0,0.066,0.618,8.26e-05,0.0566,0.964,90.949,spotify:track:7cQu1Br0VrCs193cn3eyTO
Emily West,"I Hate You, I Love You Again",0.46,0.148,10,-7.814,1,0.0386,0.972,0.0,0.108,0.168,105.985,spotify:track:4AKddU005zvY3j7GCrtzj7
One Direction,Walking in the Wind,0.687,0.447,8,-6.586,1,0.0486,0.0829,0.0,0.0878,0.501,114.578,spotify:track:1ZycJRpLOazlLcoFGxGROO
Jason Aldean,Burnin' It Down,0.68,0.788,6,-6.677,1,0.0466,0.31,3.82e-06,0.101,0.653,135.943,spotify:track:4f3ocvNFdJMmGP04kskM2J
Lone,Jaded,0.642,0.286,1,-19.865,1,0.0389,0.738,0.737,0.105,0.0869,94.998,spotify:track:6tOOWkgsbrEQoGyeJBpjCT
Problem,Broke Down the Weed 3,0.72,0.595,1,-7.129,1,0.0352,0.177,0.0,0.218,0.529,95.057,spotify:track:5ejHoRCWxz1T7qR5DkJA3q
Foreigner,I Want To Know What Love Is,0.521,0.56,6,-7.681,1,0.0325,0.243,0.0,0.0747,0.219,80.995,spotify:track:6xjpJn267uV55Y2HRkF7ym
Pepe Aguilar,El Precio,0.615,0.499,5,-5.221,1,0.036,0.434,0.0,0.39,0.692,129.685,spotify:track:7w9IfPeDCug1mESXmZefG8
Michael Nyman,The Promise,0.0992,0.226,9,-14.84,0,0.0339,0.937,0.903,0.183,0.0605,79.518,spotify:track:53ann6bENp7BF8uklrzQAp
Linkin Park,Points of Authority,0.512,0.97,8,-3.886,0,0.212,0.03,0.0,0.0994,0.427,94.952,spotify:track:5egqKwgK5r5rvGD1LrtR7J
Good Charlotte,Meet My Maker,0.561,0.857,8,-5.775,0,0.0335,1.94e-05,0.00105,0.0768,0.41,120.222,spotify:track:4CndyuajS0lmZDLzPSt039
Makaveli,Hold Ya Head,0.641,0.904,10,-4.235,0,0.318,0.101,0.0,0.795,0.668,87.072,spotify:track:76Ne52p9Lqihl9cWOXdq3U
Lorde,Green Light - Chromeo Remix,0.791,0.879,2,-4.737,1,0.0351,0.0334,1.48e-06,0.0991,0.898,121.033,spotify:track:2IzsKQFYZJbhvTcHgIZTdC
Neal McCoy,Billy's Got His Beer Goggles On - Remastered Version,0.715,0.775,0,-6.613,1,0.0433,0.354,0.0,0.144,0.803,106.013,spotify:track:0v6nJ15ROHRtYWcpLvJCZE
Andydy,Kiss,0.809,0.729,6,-10.416,0,0.0476,0.000645,0.712,0.115,0.794,121.997,spotify:track:0msvJRzTrTPDk6QlycSPVJ
Kanye West,My Way,0.459,0.639,8,-7.872,0,0.414,0.159,0.0,0.237,0.569,82.662,spotify:track:2j91CgtRZJ4Jobg2LGyrS8
Cloudkicker,Let Yourself Be Huge,0.613,0.619,11,-9.839,0,0.0322,0.446,0.885,0.11,0.516,107.489,spotify:track:5u5qBkDCxKI4eK9asoTZ9L
Kaskade,"It's You, It's Me",0.796,0.79,7,-6.438,1,0.0432,0.00169,0.188,0.193,0.957,126.995,spotify:track:5fKBQElURN07vJuh3PgDsa
With Confidence,Voldemort,0.539,0.949,5,-4.23,0,0.0711,0.000181,2.38e-05,0.746,0.747,103.448,spotify:track:6lI60Z5UEtARdwQfdBYjuD
Guitar Tribute Players,The Boxer,0.495,0.272,11,-13.409,1,0.0348,0.89,0.858,0.123,0.58,90.112,spotify:track:6tNaybRY86Y8BdDonLeHRh
G-Eazy,Breathe,0.635,0.458,8,-9.525,1,0.0801,0.000972,0.0,0.181,0.071,76.067,spotify:track:25nmwq15BIGIFF44Koftyy
Asking Alexandria,Poison,0.479,0.945,11,-4.921,0,0.0601,0.0138,0.000717,0.37,0.281,152.992,spotify:track:5um5Q5DCZ26Hm1az7JnTn5
Us The Duo,Make You Mine,0.596,0.576,5,-6.346,1,0.0317,0.0578,4.82e-06,0.111,0.47,142.875,spotify:track:1ZWFt1f25IDDHsyx2rlcSV
The Head And The Heart,All We Ever Knew,0.487,0.724,0,-5.905,1,0.0289,0.00224,1.03e-05,0.213,0.546,102.03,spotify:track:72zmwnbXjx9fMUjw3mbDSs
Cypress Hill,Puercos (Pigs) - Spanish Version,0.761,0.624,8,-8.256,1,0.322,0.0124,1.81e-05,0.187,0.761,84.965,spotify:track:74SnZzNgU2GOh9Q0xIi4SS
Emma Stone,"Someone In The Crowd - From ""La La Land"" Soundtrack",0.618,0.542,0,-9.155,0,0.193,0.0915,1.18e-05,0.223,0.273,127.91,spotify:track:7xE4vKvjqUTtHyJ9zi0k1q
Joan Sebastian,"Carreta,la",0.691,0.623,3,-5.661,1,0.0498,0.785,2.31e-06,0.0745,0.968,128.037,spotify:track:2IyGyac7sBtQq9hK9BOGYE
Martin Garrix,Forbidden Voices,0.534,0.711,10,-5.927,0,0.0368,0.05,0.0031,0.135,0.3,128.102,spotify:track:2BF1X5nkYYSb0AUTRaGkDm
Joyce Chu,I Miss You,0.82,0.308,5,-9.107,1,0.0356,0.786,0.0,0.0916,0.779,96.93,spotify:track:65R3f95EXdgfd2Zh80BZds
Purity Ring,push pull,0.386,0.708,5,-8.173,1,0.0489,0.00287,2.26e-05,0.245,0.0858,110.354,spotify:track:6pTfJ82DLrBoTTaKJrFr7R
Lana Del Rey,Young And Beautiful,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,spotify:track:2nMeu6UenVvwUktBCpLMK9
Nicki Minaj,All Things Go,0.759,0.456,1,-10.931,1,0.287,0.0837,1.36e-05,0.106,0.28,123.965,spotify:track:6gR28kStoa1MQrJMxEZNes
Fleetwood Mac,Rhiannon,0.723,0.49,9,-14.745,0,0.0296,0.111,0.0946,0.0923,0.795,129.012,spotify:track:05oETzWbd4SI33qK2gbJfR
Vitalic,Trahison,0.628,0.703,9,-8.429,0,0.0428,0.0159,0.0492,0.0913,0.36,105.409,spotify:track:6eouYGSfcDirtm3u2Xtlqg
Evanescence,Bring Me To Life,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,spotify:track:0COqiPhxzoWICwFCS4eZcp
The Beatles,Girl - Remastered 2009,0.699,0.294,5,-13.205,0,0.0294,0.587,0.0,0.117,0.893,96.615,spotify:track:6tQvjqDIK9GXWIC6mejms8
Beastie Boys,Root Down - Free Zone Mix/Remastered 2009,0.819,0.777,0,-6.335,1,0.0876,0.252,0.0409,0.112,0.694,99.986,spotify:track:0fC3P8M5JNdsPcWqpZUId2
Eric Clapton,Knockin' On Heaven's Door,0.823,0.614,7,-11.314,1,0.0437,0.35,0.522,0.0864,0.861,132.05,spotify:track:6Bh6aCLC0D0J1ckqpv3xvW
Maluma,El Perdedor,0.702,0.73,0,-5.173,0,0.099,0.425,1.25e-06,0.148,0.879,173.967,spotify:track:1iEwyiSLAunPR6uouANE0O
Elvis Presley,Blue Suede Shoes,0.557,0.66,2,-7.706,1,0.056,0.654,1.66e-06,0.138,0.962,95.252,spotify:track:47gmoUrZV3w20JAnQOZMcO
High School Musical Cast,Scream,0.632,0.843,3,-4.374,0,0.0429,0.0603,0.0,0.0662,0.542,110.983,spotify:track:20QRXRV7wUFOIgBQCGnUy3
Above & Beyond,Good For Me - Live,0.448,0.863,8,-10.696,1,0.0382,0.0747,0.541,0.921,0.1,134.956,spotify:track:6Y5OSQXuIXd5kddWoqGptB
Beastie Boys,So What'Cha Want - Remastered 2009,0.7,0.942,5,-7.355,0,0.237,0.0469,2.93e-05,0.0666,0.766,171.37,spotify:track:0gmGBCJ5XhOmoNR37MmxEE
Jidenna,Bully of the Earth,0.47,0.398,2,-7.618,1,0.192,0.509,3.12e-06,0.0681,0.0922,103.55,spotify:track:4mnE2fhp7OGquzGYU9OZsN
Santa RM,No Se en Que Te Falle,0.632,0.755,6,-5.393,0,0.144,0.129,0.0,0.101,0.646,170.038,spotify:track:0C36h7RyV6LrT4YMzXe3ma
Celtic Thunder,The Galway Girl - 2015 Version,0.49,0.868,2,-5.558,1,0.0659,0.406,0.0,0.343,0.908,172.148,spotify:track:1CQLUahd2vaVXQk68SUJg2
The xx,Crystalised,0.763,0.484,11,-12.368,0,0.0311,0.812,0.393,0.0841,0.416,122.913,spotify:track:6rxEjkoar48SssZePbtb2x
Aly & AJ,Potential Breakup Song,0.572,0.89,6,-4.139,0,0.039,0.00082,0.00937,0.564,0.765,158.038,spotify:track:11dxtPJKR4E0wlSr0A0t47
Blind Vision,Near Dark,0.697,0.976,7,-9.169,1,0.0526,0.0108,0.773,0.117,0.575,129.861,spotify:track:7vMmGRLIqVLbW4lVPt6sPz
U2,Song For Someone,0.568,0.472,11,-9.688,1,0.0259,0.168,1e-05,0.419,0.409,104.999,spotify:track:47dKd4opEgipcKYEQm4CX4
Kirk Franklin,First Love,0.615,0.479,10,-9.626,1,0.037,0.15,0.0,0.0765,0.434,111.014,spotify:track:5K9YywQ9aI0LFTCpTHueZk
Ben Briggs,Tem Shop (Undertale Remix),0.677,0.73,5,-6.475,1,0.0326,0.00628,0.104,0.083,0.88,110.004,spotify:track:3aMnSzsie46qv23SFJRy1o
Lenny Kravitz,Again,0.55,0.804,2,-5.218,1,0.0271,0.0148,4.33e-05,0.105,0.789,79.166,spotify:track:5c1QJAiC3773EwiZLwHf5x
Rita Ora,Your Song,0.855,0.624,1,-4.093,1,0.0488,0.158,0.0,0.0513,0.962,117.959,spotify:track:4c2W3VKsOFoIg2SFaO6DY5
Zombie Nation,Kernkraft 400 - Original Mix,0.799,0.372,8,-10.086,0,0.0803,0.00548,0.888,0.186,0.445,140.067,spotify:track:4KmhqQGmmNA2QE13Sdn8Bs
The Police,Walking On The Moon - Remastered 2003,0.514,0.34,0,-12.779,1,0.0537,0.00142,0.0173,0.213,0.269,145.992,spotify:track:4Xgr8IWwGSGyqLjwiwOxqk
Phony Ppl,End of The niGht.,0.809,0.671,8,-7.4,0,0.0837,0.0618,8.1e-05,0.469,0.651,109.967,spotify:track:2p4ARx5nk3b9Jh07ivQR1c
Nonpoint,Alive And Kicking,0.417,0.937,1,-3.92,1,0.129,0.000116,0.000968,0.0927,0.583,154.263,spotify:track:0BnVapG9j905TzdPlR1OgM
Ne-Yo,Go On Girl,0.637,0.521,4,-6.959,1,0.109,0.155,0.0,0.0945,0.562,83.896,spotify:track:3QE7ObGjkt1kYnhLvZPRUy
Alfredo Olivas,El Principio Del Infierno,0.645,0.89,3,-3.727,1,0.157,0.409,0.0,0.0654,0.965,173.947,spotify:track:7t8IWBzacnFRmgNLiEAoZ9
Chief Keef,Love Sosa,0.772,0.413,0,-8.193,0,0.089,0.0361,0.0,0.111,0.211,131.965,spotify:track:4IowQDUOzUvNtp72HMDcKO
Frankie Paul,Come & Talk To Me,0.742,0.692,5,-10.394,0,0.252,0.092,0.0,0.0802,0.799,165.944,spotify:track:77fPGYnIM1JUoqyKa4F4NZ
Kiiara,Gold,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,spotify:track:6WhzFzROw3aq3rPWjgYlxr
Britney Spears,Circus,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,spotify:track:7jk7gqyEonmVVYahZN5zhW
Christina Aguilera,Ain't No Other Man,0.856,0.721,7,-5.585,1,0.205,0.00341,0.00561,0.133,0.501,127.953,spotify:track:77dgyxbuL53WfkLZU3fk3o
Canned Heat,On The Road Again,0.496,0.156,9,-17.059,1,0.0419,0.777,0.0,0.232,0.205,129.524,spotify:track:6IWxHgVbdKyUMydhVGXRaT
MARINA,Blue,0.765,0.767,0,-8.125,1,0.0301,0.374,2e-05,0.0949,0.552,120.418,spotify:track:26Qg5sCCH8XHjYaqhWGn85
FKA twigs,Hours,0.629,0.424,0,-9.773,1,0.208,0.174,0.0133,0.274,0.151,140.863,spotify:track:0AXv2uQDeDQ9lrEga5rmrU
The Head And The Heart,Sounds Like Hallelujah,0.38,0.4,0,-8.267,1,0.0253,0.273,1.29e-06,0.334,0.302,92.949,spotify:track:0noXQp6SyrsYTpnMAVhi6q
